id,collection_code,objectid,username,vote,created_at,favorite
da565790-885b-4fd1-acb9-1d173b90e55b,0LXSM,121193,sonicowoDX,1,2025-09-18 04:15:46.172532+00,false
2bb59cec-9762-4ca3-ae76-f7d9ccac5eb0,0LXSM,390422,sonicowoDX,1,2025-09-18 04:15:48.18254+00,false
e0b99c10-b9e0-4ee9-9e34-1df8e37ecf00,0LXSM,421471,sonicowoDX,1,2025-09-18 04:15:50.794098+00,false
ab1f77fb-ae87-4aff-8725-7d2e83b8f2f9,0LXSM,369646,sonicowoDX,1,2025-09-18 04:15:51.604794+00,false
448b6e97-49df-4c3b-bf5f-e34ecde7bda3,0LXSM,430124,sonicowoDX,1,2025-09-18 04:15:52.294699+00,false
88278b80-227b-49d1-b5ae-6344ed82a679,0LXSM,423689,sonicowoDX,1,2025-09-18 04:15:52.99608+00,false
3aa4c326-03e7-405b-9c39-36e2f6397b0e,0LXSM,410813,sonicowoDX,1,2025-09-18 04:15:53.85479+00,false
946e50f6-0371-4bef-943d-725a4ef137ad,0LXSM,357746,sonicowoDX,1,2025-09-18 04:15:55.10611+00,false
004ae15b-ea16-43cd-948e-fce858b14527,0LXSM,365581,sonicowoDX,1,2025-09-18 04:15:55.989349+00,false
9093fc8e-14a8-4c66-bb2b-154581e8b4de,0LXSM,423295,sonicowoDX,1,2025-09-18 04:15:56.58392+00,false
c6dd6521-e959-4138-bc53-42ac3b96ecec,0LXSM,403508,sonicowoDX,1,2025-09-18 04:15:57.240405+00,false
2fb1df28-ab38-42f3-9d3f-8d0ecc035b85,0LXSM,423687,sonicowoDX,1,2025-09-18 04:15:58.10148+00,false
9affc7b3-6568-4c82-a19a-c740eab2bb8d,0LXSM,446207,sonicowoDX,1,2025-09-18 04:15:58.751742+00,false
92640ca7-32be-4742-877e-24b491c3b97d,0LXSM,254683,sonicowoDX,1,2025-09-18 04:16:08.155662+00,false
aca6de33-d00f-4375-8b6f-130514b858ac,0LXSM,363278,sonicowoDX,1,2025-09-18 04:16:08.66295+00,false
571226f8-c9a9-4833-91b5-148748828092,0LXSM,395906,sonicowoDX,1,2025-09-18 04:16:10.366584+00,false
488d7c6b-cc7b-4c99-9a81-7c1ed307cdce,0LXSM,256804,sonicowoDX,1,2025-09-18 04:16:11.137524+00,false
897e0284-2509-472e-b9c0-662999d5ac66,0LXSM,343282,sonicowoDX,1,2025-09-18 04:16:11.808415+00,false
7d0b3101-e710-4ad2-a9bb-911f4665a03b,0LXSM,260214,sonicowoDX,1,2025-09-18 04:16:12.787143+00,false
6cd53c1c-5d77-4ab8-b97f-4c7e9e6d027e,0LXSM,346205,sonicowoDX,1,2025-09-18 04:16:13.816968+00,false
17db038b-73a5-4f1f-a285-f6a32f6078ec,0LXSM,385761,sonicowoDX,1,2025-09-18 04:16:14.524023+00,false
f95f409c-67eb-4466-99e4-60833e2de945,0LXSM,354775,sonicowoDX,1,2025-09-18 04:16:18.231986+00,false
8ef82a92-b6da-4766-8965-c71d36362f60,0LXSM,307686,sonicowoDX,1,2025-09-18 04:16:18.879148+00,false
302ea9fa-6fd1-45c3-99fe-8fd555f577c4,0LXSM,277659,sonicowoDX,1,2025-09-18 04:16:19.51959+00,false
a25d90a3-ef5c-43c9-a83b-3ab0a11f8bd9,0LXSM,140,sonicowoDX,1,2025-09-18 04:16:21.660548+00,false
5eed925f-85b3-461d-bb2d-38de51f5387c,0LXSM,436892,sonicowoDX,1,2025-09-18 04:16:23.17083+00,false
6e9f4331-b7d0-4f2e-b3f9-1af314f088bf,0LXSM,386835,sonicowoDX,1,2025-09-18 04:16:25.436361+00,false
869906d4-dd91-4ea7-8bb4-435466626b7d,0LXSM,354824,sonicowoDX,1,2025-09-18 04:16:26.68232+00,false
d3e62242-f092-466d-9c7e-d56071264af0,0LXSM,307683,sonicowoDX,1,2025-09-18 04:16:27.848357+00,false
76f0e6ea-9132-470c-af5d-6fad8fcbf0bf,0LXSM,307684,sonicowoDX,1,2025-09-18 04:16:29.129083+00,false
f1a99af9-25d4-4766-9e3f-7c61ec0a2e06,0LXSM,357963,sonicowoDX,1,2025-09-18 04:16:30.839471+00,false
c4c2914f-3fd2-482a-b0c0-955db59167bd,0LXSM,226605,sonicowoDX,1,2025-09-18 04:16:31.647105+00,false
a2c49ee5-6d1c-47d2-9300-12f3984cd07b,0LXSM,336986,sonicowoDX,1,2025-09-18 04:16:32.851382+00,false
809131d7-596e-48b4-b743-711b296de7bc,0LXSM,420087,sonicowoDX,1,2025-09-18 04:16:33.752164+00,false
bf0bf7dd-2a30-4b21-95a6-43b406e64bda,0LXSM,424991,sonicowoDX,1,2025-09-18 04:16:38.572554+00,false
1e41635a-b52b-4069-999e-85e9d7a27cb4,0LXSM,381072,sonicowoDX,1,2025-09-18 04:16:39.384961+00,false
bdc54dc2-ea57-48b1-a6d4-d613a85de4d0,0LXSM,356909,sonicowoDX,1,2025-09-18 04:16:40.160708+00,false
8816153e-77cd-4fac-b807-bad471d61749,0LXSM,325414,sonicowoDX,1,2025-09-18 04:16:41.890323+00,false
ab6f2ff4-1161-4ecc-8389-f62284d47c5a,0LXSM,325451,sonicowoDX,1,2025-09-18 04:16:42.649566+00,false
cbf34c55-bc92-4e32-8734-5e5dd70a5a64,0LXSM,395822,sonicowoDX,1,2025-09-18 04:16:43.441572+00,false
ddc63fde-f1f1-476b-85db-1db7ba3ba0c6,0LXSM,414317,sonicowoDX,1,2025-09-18 04:16:44.196563+00,false
338d26fa-e790-47e2-a5cb-1119350141f1,0LXSM,366013,sonicowoDX,1,2025-09-18 04:16:45.026425+00,false
52cfceaf-7b8e-4d67-8e46-3f0e240eb636,0LXSM,299252,sonicowoDX,1,2025-09-18 04:16:45.983239+00,false
df9ebcc4-171a-4c38-a7fb-5548237f3ea3,0LXSM,346467,sonicowoDX,1,2025-09-18 04:16:47.664923+00,false
bd15f32b-52cf-49f9-98a9-fa55f4eb1304,0LXSM,315954,sonicowoDX,1,2025-09-18 04:16:48.258724+00,false
9150501f-d611-4689-b752-774fb341bb3f,0LXSM,397897,sonicowoDX,1,2025-09-18 04:16:49.424464+00,false
270c827f-cb38-4309-8d4d-2a1eb2358300,0LXSM,313718,sonicowoDX,1,2025-09-18 04:16:50.282447+00,false
efda6805-3376-4ccb-aec5-a1a9289af3ac,0LXSM,321259,sonicowoDX,1,2025-09-18 04:16:51.043047+00,false
d1536e78-f11d-4001-a171-c8ac2b779501,0LXSM,349286,sonicowoDX,1,2025-09-18 04:16:51.629982+00,false
ea2488e0-6445-4c2f-8783-91b0f74ac4e7,0LXSM,364787,sonicowoDX,1,2025-09-18 04:16:53.612777+00,false
ae3f98ce-ccb8-4903-8fed-5b39994078d7,0LXSM,325829,sonicowoDX,1,2025-09-18 04:16:58.957582+00,false
437f4260-2214-438b-a455-6121bba78ec7,0LXSM,335869,sonicowoDX,1,2025-09-18 04:16:59.708227+00,false
4bda2841-b244-455d-8575-7473122a76d1,0LXSM,287228,sonicowoDX,1,2025-09-18 04:17:00.459009+00,false
48f39a1d-1856-40d3-b96f-7f6a4d9c21db,0LXSM,358690,sonicowoDX,1,2025-09-18 04:17:01.106742+00,false
30ffa897-7d2c-4905-803d-85c24ca1468a,0LXSM,354553,sonicowoDX,1,2025-09-18 04:17:02.553298+00,false
a77ec624-924c-40a9-bdd8-319147d64c79,0LXSM,298047,sonicowoDX,1,2025-09-18 04:17:03.277721+00,false
ce7aec74-4601-4669-b13e-6525d9243c4f,0LXSM,360153,sonicowoDX,1,2025-09-18 04:17:04.248605+00,false
aa4e3d5f-90d5-4531-bc0e-dc4a5b2cfc8d,0LXSM,403511,sonicowoDX,1,2025-09-18 04:17:04.916253+00,false
eb71f749-443f-43ef-8bde-b7d62e083263,0LXSM,360061,sonicowoDX,1,2025-09-18 04:17:05.479711+00,false
267ce884-0802-4ade-a8ac-b7941b1d7c9d,0LXSM,360152,sonicowoDX,1,2025-09-18 04:17:06.0632+00,false
bef294a7-025d-456a-9a48-6c1f8d924d6d,0LXSM,379908,sonicowoDX,1,2025-09-18 04:17:08.797552+00,false
21802ef8-42a2-44a2-974c-32de809b35f8,0LXSM,413246,sonicowoDX,1,2025-09-18 04:15:34.505675+00,true
cdc47397-6bbf-4c62-b0f0-559d2cd80e3f,0LXSM,41,sonicowoDX,1,2025-09-18 04:15:22.254191+00,false
2166511d-5efd-450a-80d0-d98310bca2a1,0LXSM,365761,sonicowoDX,1,2025-09-18 04:15:32.698891+00,true
e35d324a-302a-4cb0-ab9d-0de16429c7af,0LXSM,332386,sonicowoDX,1,2025-09-18 04:15:34.028755+00,true
8909f3be-b92d-4e74-8b99-bb55b03b12c4,0LXSM,359502,sonicowoDX,1,2025-09-18 04:15:33.369298+00,true
4608d402-0ec7-49d7-90df-a6b996a640a5,0LXSM,10547,sonicowoDX,1,2025-09-18 04:15:31.458613+00,true
238e6dfd-f2c4-4b87-ac23-1ac2d7266dbb,0LXSM,393429,sonicowoDX,1,2025-09-18 04:15:44.358945+00,true
30bf2eea-ec9e-4b8a-8f09-c15b61748be9,0LXSM,414479,sonicowoDX,1,2025-09-18 04:15:43.524249+00,true
db813897-4085-4b3c-bba5-d82c6f57ebb6,0LXSM,397931,sonicowoDX,1,2025-09-18 04:15:49.928263+00,true
843c75c4-3f7c-45d4-bd57-cae0ca8cee5e,0LXSM,352764,sonicowoDX,1,2025-09-18 04:16:00.553856+00,true
79ee0a18-6b76-4181-a099-25cf4fd5fb2e,0LXSM,331050,sonicowoDX,1,2025-09-18 04:16:01.421133+00,true
df1fb9bc-250f-4244-8686-57eb3b26a16b,0LXSM,284760,sonicowoDX,1,2025-09-18 04:16:01.979624+00,true
bff4dcbd-4061-4c67-8aae-97a54dcb0beb,0LXSM,391561,sonicowoDX,1,2025-09-18 04:16:03.430811+00,true
9dfecdae-5058-4014-84ce-0d310ef37c9d,0LXSM,299047,sonicowoDX,1,2025-09-18 04:16:04.09795+00,true
0e4fa064-3254-4b98-90a1-9a47b195a3f3,0LXSM,411003,sonicowoDX,1,2025-09-18 04:16:05.747188+00,true
a4b4a8ba-7d45-4db8-a1ea-9a8d6a765d61,0LXSM,256382,sonicowoDX,1,2025-09-18 04:16:06.427552+00,true
954830e8-7cb8-4f75-b74e-66813b46db57,0LXSM,383172,sonicowoDX,1,2025-09-18 04:17:13.792876+00,false
5995ad51-5179-44e8-b3bf-7683e8a9baf0,0LXSM,365119,sonicowoDX,1,2025-09-18 04:17:14.660323+00,false
b4a9f61f-4ec4-4260-92c3-779759cb39d8,0LXSM,424573,sonicowoDX,1,2025-09-18 04:17:15.396673+00,false
8e015de7-317d-4c29-80da-f02d84f145cc,0LXSM,381834,sonicowoDX,1,2025-09-18 04:17:16.174036+00,false
d32d840d-e059-4e3e-888d-9a3928c3cdfc,0LXSM,281094,sonicowoDX,1,2025-09-18 04:17:17.121037+00,false
e66196b4-e422-4117-9a4c-92ecefadb9bf,0LXSM,378367,sonicowoDX,1,2025-09-18 04:17:19.604278+00,false
48d0e616-7cae-43b7-b853-d187689a1445,0LXSM,411981,sonicowoDX,1,2025-09-18 04:17:20.376593+00,false
b283b6e1-274f-46c8-8994-bef84de5352a,0LXSM,94837,sonicowoDX,1,2025-09-18 04:17:41.014893+00,false
f14312e3-db73-4c02-be2c-361263ab4b88,0LXSM,188834,sonicowoDX,1,2025-09-18 04:17:42.009097+00,false
51ae5f52-950a-46be-a9b9-20f329be54c5,0LXSM,298638,sonicowoDX,1,2025-09-18 04:17:42.9739+00,false
4c8c9f7b-9a93-413b-b29b-48a582bcfed5,0LXSM,230765,sonicowoDX,1,2025-09-18 04:17:44.666823+00,false
4bc011b1-6cc2-4c89-af03-92a986a7f4bb,0LXSM,401235,sonicowoDX,1,2025-09-18 04:17:45.382324+00,false
4c2c84a0-d4e8-4f7b-9e28-66979e79918f,0LXSM,150145,sonicowoDX,1,2025-09-18 04:17:46.167362+00,false
b0f8163a-a345-4f04-bdbf-94204db09de4,0LXSM,425428,sonicowoDX,1,2025-09-18 04:17:46.835193+00,false
967f2eb5-1d10-4511-96cf-f5d58c86664b,0LXSM,340420,sonicowoDX,1,2025-09-18 04:17:52.671584+00,false
9ad521ad-1d51-4bd7-8d63-93a332a19ced,0LXSM,274533,sonicowoDX,1,2025-09-18 04:17:53.465964+00,false
20d96e2e-95f9-41d5-b4b4-e23e51f20d0d,0LXSM,346296,sonicowoDX,1,2025-09-18 04:18:01.99904+00,false
12e754f7-ed47-46f7-824b-833a1c079297,0LXSM,429840,sonicowoDX,1,2025-09-18 04:19:38.034435+00,false
a152daae-c5b9-4c02-9d54-7c00ca5e9f77,0LXSM,429842,sonicowoDX,1,2025-09-18 04:19:42.811238+00,false
c3ba4bae-9531-4904-bce3-e0e2d05e3a77,0LXSM,429841,sonicowoDX,1,2025-09-18 04:19:44.371389+00,false
88c62d6c-6df2-4c89-a3fb-0e2346290964,0LXSM,234190,sonicowoDX,1,2025-09-18 04:19:47.640007+00,false
e98c912a-3c08-4a73-bb26-d2b6c284fb0f,0LXSM,180020,sonicowoDX,1,2025-09-18 04:19:48.38452+00,false
e40e987a-904c-4ef5-9408-806a352ad723,0LXSM,266667,sonicowoDX,1,2025-09-18 04:19:49.009112+00,false
0d0c6906-2b69-4bc8-9a7b-99f2f2f0f2bd,0LXSM,323242,sonicowoDX,1,2025-09-18 04:19:49.743774+00,false
275c59d7-e22f-4c6d-a416-a81166371f15,0LXSM,355483,sonicowoDX,1,2025-09-18 04:19:50.315135+00,false
c252668d-4921-4b20-9ad2-ab931b224513,0LXSM,266192,sonicowoDX,1,2025-09-18 04:19:51.22517+00,false
a3c1e944-4973-45db-afdd-38b26f752931,0LXSM,336622,sonicowoDX,1,2025-09-18 04:19:52.932112+00,false
1b3dc9d6-6ffa-4ab7-b12d-94dbe6d4758d,0LXSM,425077,sonicowoDX,1,2025-09-18 04:19:53.717814+00,false
77c74df8-3335-4a91-bb73-bf3803d9ca0f,0LXSM,362202,sonicowoDX,1,2025-09-18 04:19:54.358508+00,false
18793da8-207d-409d-a18f-8675c35f95db,0LXSM,292033,sonicowoDX,0,2025-09-18 16:42:39.097327+00,false
087571e4-5ef7-4d36-9788-1fe501eb675e,0LXSM,292031,sonicowoDX,0,2025-09-18 16:42:40.267447+00,false
c7cff4f2-41df-4af1-8ed3-a8a5dab1383d,0LXSM,292029,sonicowoDX,0,2025-09-18 16:42:40.97558+00,false
851baa25-088f-4661-b90f-272d91d4a256,0LXSM,105593,sonicowoDX,1,2025-09-18 16:43:13.951034+00,false
c4e61e5e-71ab-41b1-96c8-8db95985223e,0LXSM,341876,sonicowoDX,0,2025-09-18 16:43:24.619514+00,false
3f3e99e7-f249-4397-9f2d-910503be13fc,0LXSM,253664,sonicowoDX,0,2025-09-18 16:43:25.55786+00,false
97fcf2d7-99f1-4c2e-a349-cee780696c64,0LXSM,316287,sonicowoDX,-2,2025-09-18 16:47:06.342303+00,false
7d8874d2-0041-4230-97db-80652763c1a6,0LXSM,430837,sonicowoDX,-2,2025-09-18 16:47:11.803372+00,false
460df568-4896-4d5a-b124-3325acd99bb0,0LXSM,430529,sonicowoDX,-2,2025-09-18 16:47:13.284137+00,false
a057bb85-a0ed-4bad-a3d1-11a493b381cf,0LXSM,429843,sonicowoDX,-2,2025-09-18 16:47:13.885043+00,false
ae7d4b89-ed6b-46ff-8fb1-4cf993e03a0b,0LXSM,430244,sonicowoDX,-2,2025-09-18 16:47:14.574235+00,false
fceea311-0195-40f2-b3dc-f003b36f333b,0LXSM,303600,sonicowoDX,-2,2025-09-18 16:47:23.994826+00,false
ea689cf1-18bd-44ba-aa08-4c0383ff2316,0LXSM,423729,sonicowoDX,-2,2025-09-18 16:47:26.251262+00,false
af325219-4fdf-49ea-ae17-5455f0e0ea3e,0LXSM,1472,sonicowoDX,-2,2025-09-18 16:47:33.550263+00,false
bfeb3fe5-c0ce-41c4-b5f6-4569427c97fd,0LXSM,310177,sonicowoDX,-2,2025-09-18 16:47:36.513779+00,false
39702ac3-da68-4f25-93d6-1b4888ebccaa,0LXSM,307687,sonicowoDX,-2,2025-09-18 16:47:37.105528+00,false
bdbe66f5-9611-4df0-a956-40ecd9fb736f,0LXSM,354776,sonicowoDX,-2,2025-09-18 16:47:38.516945+00,false
b4ed64ec-fc50-411d-bccb-448fe0978f7c,0LXSM,416087,sonicowoDX,-2,2025-09-18 16:47:41.296756+00,false
2783c024-326a-45d4-bf2a-a2797063f3e7,0LXSM,392144,sonicowoDX,-2,2025-09-18 16:47:45.673255+00,false
0630f8d0-ea73-4c22-8040-ffe169005a37,0LXSM,360485,sonicowoDX,-2,2025-09-18 16:47:48.470743+00,false
0a650864-150d-45d9-a040-53b1f2514e89,0LXSM,378890,sonicowoDX,-2,2025-09-18 16:47:50.801002+00,false
f6c11154-6f0e-4ea4-bac7-94968fbb8415,0LXSM,378890,Charas,-2,2025-09-18 20:05:26.397032+00,false
194074de-f918-44a5-9fa3-b861489a70ec,0LXSM,332386,Charas,1,2025-09-18 20:05:35.259383+00,false
c13b5bdf-1fb9-48a2-ad94-8c24a2e7f8eb,0LXSM,359502,Charas,1,2025-09-18 20:05:38.329189+00,false
755e5386-0672-4463-b603-378599acfb97,0LXSM,365761,Charas,-2,2025-09-18 20:05:41.204184+00,false
c0c2f90e-f712-4153-b84e-6da411d6f62c,0LXSM,360485,Charas,-2,2025-09-18 20:05:52.425568+00,false
c5550046-1411-4cac-9bd4-52d92f371d04,0LXSM,360484,Charas,1,2025-09-18 20:05:57.882258+00,false
fe06bff5-4640-48ee-b1d6-ba833052bf1d,0LXSM,392200,Charas,1,2025-09-18 20:05:59.894653+00,false
acb40893-5eb7-4f10-9efd-92f3a629cdd8,0LXSM,345972,Charas,1,2025-09-18 20:06:01.973394+00,false
f2a46c66-aae7-41dc-bc1a-5248e7c2aba2,0LXSM,359893,Charas,1,2025-09-18 20:06:06.917991+00,false
d2386756-a890-4e68-aff0-6835e9c71868,0LXSM,377061,Charas,1,2025-09-18 20:06:09.735258+00,false
56ea1376-c51c-4a20-87a3-15be1e7462eb,0LXSM,390422,Charas,1,2025-09-18 20:06:11.648663+00,false
9c13fc16-7d4d-453b-a59e-7bf85dca4558,0LXSM,392144,Charas,-2,2025-09-18 20:06:14.768027+00,false
36bc158a-edaf-47e8-bac9-054053711249,0LXSM,121193,Charas,1,2025-09-18 20:06:19.144885+00,false
26751a40-3382-4857-b9bf-678ef6e30d53,0LXSM,393429,Charas,1,2025-09-18 20:06:20.343797+00,false
759f5e1e-56ae-464b-8562-7f174b891134,0LXSM,414479,Charas,1,2025-09-18 20:06:23.23179+00,false
662b6a62-5469-40f2-af57-42a3923e2bf6,0LXSM,358246,Charas,-2,2025-09-18 20:06:25.185271+00,false
6df87413-1885-4ab6-bd34-6cd50a8787f8,0LXSM,397931,Charas,1,2025-09-18 20:06:27.232098+00,false
eaad327c-3ca0-40a3-a673-ccfd69f645c5,0LXSM,421471,Charas,1,2025-09-18 20:06:28.505664+00,false
383dbcae-27e8-49dc-9dab-e6710bde6b87,0LXSM,369646,Charas,1,2025-09-18 20:06:37.165721+00,false
639de189-8435-4b7b-98fd-9c4baa9a52a7,0LXSM,430124,Charas,1,2025-09-18 20:06:38.645164+00,false
5042ae8b-dd82-4d3e-bb95-66ed39974652,0LXSM,423689,Charas,1,2025-09-18 20:06:40.276765+00,false
7dc0b183-d397-4323-9218-6b7b9fdc3e06,0LXSM,410813,Charas,1,2025-09-18 20:06:42.583909+00,false
daf8ac12-d241-4bd3-8feb-c2f660300f1b,0LXSM,446207,Charas,1,2025-09-18 20:06:45.114682+00,false
38cedcfb-d065-449d-8694-9aa44148df21,0LXSM,423687,Charas,1,2025-09-18 20:06:49.539247+00,false
cdb08285-054c-4373-982c-7f59f9329e97,0LXSM,403508,Charas,1,2025-09-18 20:06:50.644869+00,false
fb1f98ef-f8f3-4fd0-9fc8-541b1670158e,0LXSM,423295,Charas,1,2025-09-18 20:06:52.713093+00,false
603a222f-e39f-44b0-b858-7025fa959d9a,0LXSM,365581,Charas,1,2025-09-18 20:06:55.896675+00,false
66c4822e-584f-48e2-b32e-c1219af0b28f,0LXSM,357746,Charas,1,2025-09-18 20:06:57.719434+00,false
ea714ccd-becf-4ed8-8300-d722deb725f2,0LXSM,352764,Charas,1,2025-09-18 20:07:14.257024+00,false
ea2c86e5-8849-4fd0-b50e-472f58443275,0LXSM,331050,Charas,1,2025-09-18 20:07:16.983254+00,false
75a72526-5c16-423b-a494-c43fc1bee071,0LXSM,284760,Charas,1,2025-09-18 20:07:24.180165+00,false
372b471b-3f50-40d6-93d9-976a7f126e53,0LXSM,391217,Charas,-2,2025-09-18 20:07:26.207969+00,false
5bd2c786-78ef-4d8c-8c70-3c025dda88ac,0LXSM,391561,Charas,1,2025-09-18 20:07:27.732184+00,false
24e06562-9bd4-41d4-8977-79c6cd001829,0LXSM,299047,Charas,1,2025-09-18 20:07:29.346246+00,false
be910fcc-c458-440e-bc31-735959bbe4f3,0LXSM,411003,Charas,1,2025-09-18 20:07:33.171508+00,false
ada562a3-1a98-4bf7-b423-338765a62c8f,0LXSM,335528,sonicowoDX,1,2025-09-18 04:17:10.345338+00,true
05caef4c-1bd9-46ab-b84b-5a339ad24a02,0LXSM,379056,sonicowoDX,-2,2025-09-18 16:46:44.377133+00,true
dcf5ec42-fbc3-4eee-a91b-07b3b97cfa00,0LXSM,237182,sonicowoDX,1,2025-09-18 04:17:24.672766+00,true
6d80b43a-10a4-4cfd-b55c-423243d8050a,0LXSM,334486,sonicowoDX,1,2025-09-18 04:17:25.302191+00,true
abcfc5f9-61d8-4970-b4f8-01e577d686ae,0LXSM,336276,sonicowoDX,1,2025-09-18 04:17:26.764397+00,true
807a6842-2395-42a8-99e3-1d1b7befe0eb,0LXSM,334485,sonicowoDX,1,2025-09-18 04:17:27.452735+00,true
83b56f31-ad18-4756-bed8-ad1a33369984,0LXSM,272638,sonicowoDX,1,2025-09-18 04:17:28.969236+00,true
65911750-8a9f-4ce8-a05a-053f4cbfca2c,0LXSM,330149,sonicowoDX,1,2025-09-18 04:17:29.53805+00,true
f9b9b7a1-ccd0-47a5-aba9-04e5f8c85da2,0LXSM,241386,sonicowoDX,1,2025-09-18 04:17:30.376181+00,true
bc6a0425-8c5c-429d-b871-4cc0275f365e,0LXSM,272637,sonicowoDX,1,2025-09-18 04:17:32.317369+00,true
071d66cb-c684-41d7-b56a-54222491949d,0LXSM,361193,sonicowoDX,1,2025-09-18 04:17:36.388653+00,true
82681d09-b5c6-4acc-a88b-c036c9d6ac1e,0LXSM,256382,Charas,1,2025-09-18 20:07:34.445248+00,false
168d083a-2991-4950-b421-56f47fe4b8d9,0LXSM,271518,Charas,1,2025-09-18 20:07:39.095737+00,false
2867e611-11c0-4db8-ad86-f66ed3edc371,0LXSM,416087,Charas,-2,2025-09-18 20:07:54.518571+00,false
18db70cf-a877-4eac-bd1f-0a713b3dde14,0LXSM,254683,Charas,1,2025-09-18 20:07:55.22654+00,false
a3683577-be3c-4b46-81dd-9fdfd7ad80f8,0LXSM,363278,Charas,1,2025-09-18 20:07:56.874041+00,false
8a2bcd99-7de4-448f-b3d2-4dedd7bd4f65,0LXSM,395906,Charas,1,2025-09-18 20:07:58.200729+00,false
4d724c39-90b9-473f-a56f-df6c9289ca20,0LXSM,256804,Charas,1,2025-09-18 20:07:59.70266+00,false
559c351b-c3c7-4c5b-ac41-94b0a3139e5b,0LXSM,343282,Charas,1,2025-09-18 20:08:00.821823+00,false
815251ad-1fb7-4c87-85c3-3404556925a7,0LXSM,260214,Charas,1,2025-09-18 20:08:03.604564+00,false
3681dd02-138b-4ee3-8044-5fcbc5176e06,0LXSM,346205,Charas,1,2025-09-18 20:08:05.689059+00,false
be4d04b3-5f62-4e8a-a37d-11f13d88cda5,0LXSM,385761,Charas,-2,2025-09-18 20:08:08.882368+00,false
c444f870-d93c-4421-b59c-0eaa2d412f6a,0LXSM,140,Charas,1,2025-09-18 20:08:12.658953+00,false
fae309ec-10ab-4df9-a3ec-288812c5b4ec,0LXSM,436892,Charas,1,2025-09-18 20:08:17.240748+00,false
fcaf0d35-6704-46d0-b139-5eaef575487b,0LXSM,357963,Charas,1,2025-09-18 20:08:29.16458+00,false
aa5de711-1d53-4029-8f3a-5add37cf58ed,0LXSM,226605,Charas,1,2025-09-18 20:08:30.450956+00,false
b683993b-232c-4ce2-a2d6-dc6e19b7ec52,0LXSM,1472,Charas,-2,2025-09-18 20:08:32.399927+00,false
1c8df2bb-aa76-4c87-a783-8598b76b2490,0LXSM,336986,Charas,1,2025-09-18 20:08:34.30849+00,false
0a07834f-b552-409a-aab8-4e3759911533,0LXSM,420087,Charas,1,2025-09-18 20:08:36.364025+00,false
f12306a2-623e-4333-b852-d069198f46ab,0LXSM,292033,Charas,1,2025-09-18 20:08:38.355574+00,false
87fbb688-747b-4b9e-831e-85a97da6b8fc,0LXSM,292029,Charas,1,2025-09-18 20:08:40.5736+00,false
1c76881c-8b33-4ba2-91fa-9e7ea29bf279,0LXSM,292031,Charas,1,2025-09-18 20:08:42.327353+00,false
06c769c5-5dac-4319-85a6-8a48b4502d22,0LXSM,321539,Charas,1,2025-09-18 20:08:43.303917+00,false
d3fe4e93-69a5-4fcc-bf54-ace75a5d7a53,0LXSM,424991,Charas,1,2025-09-18 20:08:44.563457+00,false
4016650c-fd8c-407c-b918-1fd65e38ac7a,0LXSM,381072,Charas,1,2025-09-18 20:08:46.382303+00,false
3018ffae-8930-49e9-bd5c-45c5550008c6,0LXSM,356909,Charas,1,2025-09-18 20:08:48.797483+00,false
156107cf-49f8-4a90-84e7-aeb4a7f9d654,0LXSM,325414,Charas,1,2025-09-18 20:08:50.712908+00,false
5b03adfb-ada5-4238-bcb9-b506c9c532b1,0LXSM,325451,Charas,1,2025-09-18 20:08:52.613626+00,false
